"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","284","264065","0.0-5.0-1.139","","null","","","img/3to2/1.png","null","86","224","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","285","265397","0.0-5.0-2.139","","","","","","","86","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":203},{""stimulus"":""img/3to2/3.png"",""time"":306},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":512},{""stimulus"":""img/3to2/6.png"",""time"":612},{""stimulus"":""img/3to2/7.png"",""time"":716},{""stimulus"":""img/3to2/8.png"",""time"":818},{""stimulus"":""img/3to2/9.png"",""time"":922},{""stimulus"":""img/3to2/10.png"",""time"":1024},{""stimulus"":""img/3to2/11.png"",""time"":1125},{""stimulus"":""img/3to2/12.png"",""time"":1230}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","286","266231","0.0-5.0-1.140","","832","","","img/2to1/1.png","1","85","911","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","287","267553","0.0-5.0-2.140","","","","","","","85","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":306},{""stimulus"":""img/2to1/4.png"",""time"":406},{""stimulus"":""img/2to1/5.png"",""time"":510},{""stimulus"":""img/2to1/6.png"",""time"":610},{""stimulus"":""img/2to1/7.png"",""time"":712},{""stimulus"":""img/2to1/8.png"",""time"":815},{""stimulus"":""img/2to1/9.png"",""time"":916},{""stimulus"":""img/2to1/10.png"",""time"":1017},{""stimulus"":""img/2to1/11.png"",""time"":1117},{""stimulus"":""img/2to1/12.png"",""time"":1221}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","288","267776","0.0-5.0-1.141","","null","","","img/1to3/1.png","null","84","215","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","289","269105","0.0-5.0-2.141","","","","","","","84","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":208},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":411},{""stimulus"":""img/1to3/5.png"",""time"":515},{""stimulus"":""img/1to3/6.png"",""time"":615},{""stimulus"":""img/1to3/7.png"",""time"":717},{""stimulus"":""img/1to3/8.png"",""time"":817},{""stimulus"":""img/1to3/9.png"",""time"":921},{""stimulus"":""img/1to3/10.png"",""time"":1022},{""stimulus"":""img/1to3/11.png"",""time"":1124},{""stimulus"":""img/1to3/12.png"",""time"":1228}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","290","269730","0.0-5.0-1.142","","null","","","img/3to2/1.png","null","83","619","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","291","271067","0.0-5.0-2.142","","","","","","","83","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":205},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":413},{""stimulus"":""img/3to2/5.png"",""time"":518},{""stimulus"":""img/3to2/6.png"",""time"":621},{""stimulus"":""img/3to2/7.png"",""time"":721},{""stimulus"":""img/3to2/8.png"",""time"":822},{""stimulus"":""img/3to2/9.png"",""time"":927},{""stimulus"":""img/3to2/10.png"",""time"":1030},{""stimulus"":""img/3to2/11.png"",""time"":1133},{""stimulus"":""img/3to2/12.png"",""time"":1233}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","292","271203","0.0-5.0-1.143","","133","","","img/2to1/1.png","1","82","335","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","293","272543","0.0-5.0-2.143","","","","","","","82","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":415},{""stimulus"":""img/2to1/5.png"",""time"":516},{""stimulus"":""img/2to1/6.png"",""time"":616},{""stimulus"":""img/2to1/7.png"",""time"":720},{""stimulus"":""img/2to1/8.png"",""time"":825},{""stimulus"":""img/2to1/9.png"",""time"":928},{""stimulus"":""img/2to1/10.png"",""time"":1030},{""stimulus"":""img/2to1/11.png"",""time"":1134},{""stimulus"":""img/2to1/12.png"",""time"":1239}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","294","272695","0.0-5.0-1.144","","null","","","img/1to3/1.png","null","81","144","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","295","274021","0.0-5.0-2.144","","","","","","","81","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":103},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":308},{""stimulus"":""img/1to3/4.png"",""time"":408},{""stimulus"":""img/1to3/5.png"",""time"":510},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":710},{""stimulus"":""img/1to3/8.png"",""time"":810},{""stimulus"":""img/1to3/9.png"",""time"":910},{""stimulus"":""img/1to3/10.png"",""time"":1016},{""stimulus"":""img/1to3/11.png"",""time"":1117},{""stimulus"":""img/1to3/12.png"",""time"":1220}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","296","274531","0.0-5.0-1.145","","null","","","img/3to2/1.png","null","80","503","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","297","275864","0.0-5.0-2.145","","","","","","","80","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":206},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":412},{""stimulus"":""img/3to2/5.png"",""time"":511},{""stimulus"":""img/3to2/6.png"",""time"":616},{""stimulus"":""img/3to2/7.png"",""time"":717},{""stimulus"":""img/3to2/8.png"",""time"":818},{""stimulus"":""img/3to2/9.png"",""time"":921},{""stimulus"":""img/3to2/10.png"",""time"":1024},{""stimulus"":""img/3to2/11.png"",""time"":1127},{""stimulus"":""img/3to2/12.png"",""time"":1232}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","298","276490","0.0-5.0-1.146","","624","","","img/2to1/1.png","1","79","187","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","299","277825","0.0-5.0-2.146","","","","","","","79","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":311},{""stimulus"":""img/2to1/4.png"",""time"":416},{""stimulus"":""img/2to1/5.png"",""time"":519},{""stimulus"":""img/2to1/6.png"",""time"":621},{""stimulus"":""img/2to1/7.png"",""time"":721},{""stimulus"":""img/2to1/8.png"",""time"":822},{""stimulus"":""img/2to1/9.png"",""time"":924},{""stimulus"":""img/2to1/10.png"",""time"":1025},{""stimulus"":""img/2to1/11.png"",""time"":1128},{""stimulus"":""img/2to1/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","300","278384","0.0-5.0-1.147","","null","","","img/1to3/1.png","null","78","554","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","301","279726","0.0-5.0-2.147","","","","","","","78","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":314},{""stimulus"":""img/1to3/4.png"",""time"":417},{""stimulus"":""img/1to3/5.png"",""time"":521},{""stimulus"":""img/1to3/6.png"",""time"":625},{""stimulus"":""img/1to3/7.png"",""time"":724},{""stimulus"":""img/1to3/8.png"",""time"":825},{""stimulus"":""img/1to3/9.png"",""time"":930},{""stimulus"":""img/1to3/10.png"",""time"":1033},{""stimulus"":""img/1to3/11.png"",""time"":1135},{""stimulus"":""img/1to3/12.png"",""time"":1239}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","302","281418","0.0-5.0-1.148","","null","","","img/3to2/1.png","null","77","1685","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","303","282749","0.0-5.0-2.148","","","","","","","77","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":301},{""stimulus"":""img/3to2/4.png"",""time"":406},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":609},{""stimulus"":""img/3to2/7.png"",""time"":710},{""stimulus"":""img/3to2/8.png"",""time"":813},{""stimulus"":""img/3to2/9.png"",""time"":916},{""stimulus"":""img/3to2/10.png"",""time"":1021},{""stimulus"":""img/3to2/11.png"",""time"":1124},{""stimulus"":""img/3to2/12.png"",""time"":1227}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","304","283891","0.0-5.0-1.149","","1139","","","img/2to1/1.png","1","76","339","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","305","285221","0.0-5.0-2.149","","","","","","","76","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":408},{""stimulus"":""img/2to1/5.png"",""time"":511},{""stimulus"":""img/2to1/6.png"",""time"":613},{""stimulus"":""img/2to1/7.png"",""time"":716},{""stimulus"":""img/2to1/8.png"",""time"":817},{""stimulus"":""img/2to1/9.png"",""time"":920},{""stimulus"":""img/2to1/10.png"",""time"":1020},{""stimulus"":""img/2to1/11.png"",""time"":1124},{""stimulus"":""img/2to1/12.png"",""time"":1224}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","306","286201","0.0-5.0-1.150","","null","","","img/1to3/1.png","null","75","974","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","307","287542","0.0-5.0-2.150","","","","","","","75","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":412},{""stimulus"":""img/1to3/5.png"",""time"":517},{""stimulus"":""img/1to3/6.png"",""time"":618},{""stimulus"":""img/1to3/7.png"",""time"":721},{""stimulus"":""img/1to3/8.png"",""time"":824},{""stimulus"":""img/1to3/9.png"",""time"":928},{""stimulus"":""img/1to3/10.png"",""time"":1034},{""stimulus"":""img/1to3/11.png"",""time"":1138},{""stimulus"":""img/1to3/12.png"",""time"":1240}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","308","287968","0.0-5.0-1.151","","null","","","img/3to2/1.png","null","74","420","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","309","289301","0.0-5.0-2.151","","","","","","","74","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":105},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":413},{""stimulus"":""img/3to2/5.png"",""time"":515},{""stimulus"":""img/3to2/6.png"",""time"":616},{""stimulus"":""img/3to2/7.png"",""time"":719},{""stimulus"":""img/3to2/8.png"",""time"":822},{""stimulus"":""img/3to2/9.png"",""time"":925},{""stimulus"":""img/3to2/10.png"",""time"":1029},{""stimulus"":""img/3to2/11.png"",""time"":1133},{""stimulus"":""img/3to2/12.png"",""time"":1233}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","310","289745","0.0-5.0-1.152","","442","","","img/2to1/1.png","1","73","304","0.5","0.5","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","311","291077","0.0-5.0-2.152","","","","","","","73","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":514},{""stimulus"":""img/2to1/6.png"",""time"":616},{""stimulus"":""img/2to1/7.png"",""time"":720},{""stimulus"":""img/2to1/8.png"",""time"":822},{""stimulus"":""img/2to1/9.png"",""time"":922},{""stimulus"":""img/2to1/10.png"",""time"":1022},{""stimulus"":""img/2to1/11.png"",""time"":1126},{""stimulus"":""img/2to1/12.png"",""time"":1228}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","312","291673","0.0-5.0-1.153","","null","","","img/1to3/1.png","null","72","589","0.5","0.5","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","313","293010","0.0-5.0-2.153","","","","","","","72","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":105},{""stimulus"":""img/1to2/2.png"",""time"":209},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":417},{""stimulus"":""img/1to2/5.png"",""time"":517},{""stimulus"":""img/1to2/6.png"",""time"":620},{""stimulus"":""img/1to2/7.png"",""time"":725},{""stimulus"":""img/1to2/8.png"",""time"":828},{""stimulus"":""img/1to2/9.png"",""time"":927},{""stimulus"":""img/1to2/10.png"",""time"":1031},{""stimulus"":""img/1to2/11.png"",""time"":1130},{""stimulus"":""img/1to2/12.png"",""time"":1232}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","314","293185","0.0-5.0-1.154","","173","","","img/2to1/1.png","2","71","244","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","315","294527","0.0-5.0-2.154","","","","","","","71","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":206},{""stimulus"":""img/2to3/3.png"",""time"":310},{""stimulus"":""img/2to3/4.png"",""time"":414},{""stimulus"":""img/2to3/5.png"",""time"":516},{""stimulus"":""img/2to3/6.png"",""time"":621},{""stimulus"":""img/2to3/7.png"",""time"":724},{""stimulus"":""img/2to3/8.png"",""time"":829},{""stimulus"":""img/2to3/9.png"",""time"":933},{""stimulus"":""img/2to3/10.png"",""time"":1038},{""stimulus"":""img/2to3/11.png"",""time"":1140},{""stimulus"":""img/2to3/12.png"",""time"":1241}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","316","295019","0.0-5.0-1.155","","null","","","img/3to2/1.png","null","70","487","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","317","296351","0.0-5.0-2.155","","","","","","","70","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":411},{""stimulus"":""img/3to1/5.png"",""time"":514},{""stimulus"":""img/3to1/6.png"",""time"":616},{""stimulus"":""img/3to1/7.png"",""time"":721},{""stimulus"":""img/3to1/8.png"",""time"":825},{""stimulus"":""img/3to1/9.png"",""time"":928},{""stimulus"":""img/3to1/10.png"",""time"":1030},{""stimulus"":""img/3to1/11.png"",""time"":1131},{""stimulus"":""img/3to1/12.png"",""time"":1232}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","318","296859","0.0-5.0-1.156","","null","","","img/1to3/1.png","null","69","505","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","319","298196","0.0-5.0-2.156","","","","","","","69","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":206},{""stimulus"":""img/1to3/3.png"",""time"":308},{""stimulus"":""img/1to3/4.png"",""time"":409},{""stimulus"":""img/1to3/5.png"",""time"":514},{""stimulus"":""img/1to3/6.png"",""time"":617},{""stimulus"":""img/1to3/7.png"",""time"":721},{""stimulus"":""img/1to3/8.png"",""time"":825},{""stimulus"":""img/1to3/9.png"",""time"":926},{""stimulus"":""img/1to3/10.png"",""time"":1030},{""stimulus"":""img/1to3/11.png"",""time"":1134},{""stimulus"":""img/1to3/12.png"",""time"":1234}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","320","298884","0.0-5.0-1.157","","null","","","img/3to2/1.png","null","68","682","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","321","300228","0.0-5.0-2.157","","","","","","","68","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":106},{""stimulus"":""img/3to2/2.png"",""time"":207},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":417},{""stimulus"":""img/3to2/5.png"",""time"":521},{""stimulus"":""img/3to2/6.png"",""time"":624},{""stimulus"":""img/3to2/7.png"",""time"":726},{""stimulus"":""img/3to2/8.png"",""time"":825},{""stimulus"":""img/3to2/9.png"",""time"":929},{""stimulus"":""img/3to2/10.png"",""time"":1034},{""stimulus"":""img/3to2/11.png"",""time"":1138},{""stimulus"":""img/3to2/12.png"",""time"":1241}]","[]"
